Accident_Index,Police_Force,Accident_Severity,Number_of_Vehicles,Number_of_Casualties,Year
201201MM70180,1,3,1,2,2012
201201MM70181,1,3,2,1,2012
201201MM70182,1,3,2,1,2012
201201MM70183,1,3,2,1,2012
201201MM70184,1,3,3,1,2012
201201MM70185,1,3,2,1,2012
201201MM70189,1,3,2,1,2012
201201MM70190,1,3,1,1,2012
201201MM70191,1,3,2,1,2012
201201MM70192,1,3,2,1,2012
201201MM70195,1,2,2,1,2012
201201MM70196,1,3,2,1,2012
201201MM70197,1,3,2,1,2012
201201MM70198,1,3,2,1,2012
201201MM70199,1,3,2,2,2012
201201MM70201,1,3,2,1,2012
201201MM70202,1,2,2,1,2012
201201MM70203,1,3,3,4,2012
201201MM70204,1,2,2,1,2012
201201MM70206,1,3,1,1,2012
201201MM70208,1,2,2,1,2012
201201MM70209,1,3,2,1,2012
201201MM70212,1,3,1,1,2012
201201MM70214,1,2,3,1,2012
201201MM70215,1,3,1,1,2012
201201MM70217,1,3,2,1,2012
201201MM70218,1,3,1,1,2012
201201MM70219,1,3,1,1,2012
201201MM70220,1,2,2,1,2012
201201MM70222,1,3,2,1,2012
201201MM70223,1,3,2,1,2012
201201MM70224,1,3,2,2,2012
201201MM70226,1,3,2,2,2012
201201MM70228,1,3,2,1,2012
201201MM70229,1,3,1,1,2012
201201MM70230,1,3,2,1,2012
201201MM70232,1,3,2,1,2012
201201MM70233,1,3,2,1,2012
201201MM70234,1,3,2,1,2012
201201MM70235,1,3,2,1,2012
201201MM70236,1,3,2,1,2012
201201MM70238,1,3,2,1,2012
201201MM70239,1,3,1,1,2012
201201MM70241,1,3,1,1,2012
201201MM70242,1,3,2,1,2012
201201MM70243,1,3,1,1,2012
201201MM70244,1,3,1,1,2012
201201MM70245,1,3,2,1,2012
201201MM70247,1,3,1,1,2012
201201MM70249,1,3,1,1,2012
201201MM70250,1,3,2,1,2012
201201MM70251,1,3,2,1,2012
201201MM70253,1,3,2,1,2012
201201MM70254,1,3,1,1,2012
201201MM70257,1,3,1,1,2012
201201MM70258,1,3,2,1,2012
201201MM70259,1,3,2,1,2012
201201MM70261,1,3,2,1,2012
201201MM70262,1,3,1,1,2012
201201MM70263,1,3,1,1,2012
201201MM70264,1,3,1,1,2012
201201MM70265,1,3,1,1,2012
201201MM70266,1,3,2,1,2012
201201MM70267,1,3,2,1,2012
201201MM70268,1,3,1,1,2012
201201MM70269,1,3,2,1,2012
201201MM70270,1,3,2,1,2012
201201MM70271,1,3,1,3,2012
201201MM70272,1,3,2,2,2012
201201MM70273,1,3,2,1,2012
201201MM70274,1,3,1,1,2012
201201MM70275,1,3,1,1,2012
201201MM70276,1,3,2,1,2012
201201MM70277,1,3,2,1,2012
201201MM70278,1,3,1,1,2012
201201MM70279,1,3,1,1,2012
201201MM70280,1,3,2,2,2012
201201MM70281,1,3,1,1,2012
201201MM70283,1,3,2,1,2012
201201MM70284,1,2,1,2,2012
201201MM70285,1,3,1,1,2012
201201MM70286,1,3,2,1,2012
201201MM70288,1,3,2,1,2012
201201MM70289,1,2,2,1,2012
201201MM70290,1,3,2,1,2012
201201MM70291,1,3,2,1,2012
201201MM70292,1,3,2,1,2012
201201MM70294,1,3,2,1,2012
201201MM70295,1,3,1,1,2012
201201MM70296,1,3,2,1,2012
201201MM70297,1,3,2,1,2012
201201MM70298,1,3,2,1,2012
201201MM70299,1,3,2,4,2012
201201MM70301,1,3,2,1,2012
201201MM70303,1,3,2,1,2012
201201MM70304,1,3,1,1,2012
201201MM70305,1,3,1,1,2012
201201MM70306,1,3,2,1,2012
201201MM70309,1,3,2,1,2012
201201MM70311,1,3,2,1,2012
201201MM70312,1,3,3,1,2012
201201MM70313,1,3,1,1,2012
201201MM70315,1,3,2,1,2012
201201MM70316,1,3,1,1,2012
201201MM70318,1,3,2,1,2012
201201MM70320,1,3,2,1,2012
201201MM70321,1,3,2,1,2012
201201MM70323,1,3,2,1,2012
201201MM70325,1,3,3,2,2012
201201MM70326,1,3,1,1,2012
201201MM70327,1,3,1,1,2012
201201MM70328,1,3,2,3,2012
201201MM70329,1,3,2,1,2012
201201MM70330,1,3,1,1,2012
201201MM70331,1,3,1,1,2012
201201MM70332,1,3,1,2,2012
201201MM70333,1,3,2,1,2012
201201MM70334,1,3,2,1,2012
201201MM70335,1,3,1,2,2012
201201MM70336,1,3,2,1,2012
201201MM70337,1,3,2,1,2012
201201MM70338,1,3,2,2,2012
201201MM70339,1,3,1,1,2012
201201MM70342,1,3,2,1,2012
201201MM70343,1,3,1,1,2012
201201MM70345,1,2,1,1,2012
201201MM70346,1,3,2,1,2012
201201MM70347,1,3,2,1,2012
201201MM70348,1,3,2,1,2012
201201MM70350,1,3,2,1,2012
201201MM70351,1,3,2,2,2012
201201MM70352,1,3,2,1,2012
201201MM70353,1,2,3,1,2012
201201MM70357,1,3,2,1,2012
201201MM70358,1,3,2,1,2012
201201MM70359,1,3,4,2,2012
201201MM70360,1,3,1,1,2012
201201MM70361,1,3,1,1,2012
201201MM70362,1,3,2,2,2012
201201MM70363,1,3,2,1,2012
201201MM70365,1,3,2,1,2012
201201MM70366,1,3,2,2,2012
201201MM70367,1,3,2,1,2012
201201MM70368,1,3,2,3,2012
201201MM70369,1,2,2,2,2012
201201MM70370,1,3,2,1,2012
201201MM70372,1,3,2,1,2012
201201MM70373,1,3,2,1,2012
201201MM70375,1,3,2,1,2012
201201MM70376,1,3,1,1,2012
201201MM70377,1,3,2,1,2012
201201MM70379,1,3,2,2,2012
201201MM70380,1,3,2,1,2012
201201MM70381,1,3,2,1,2012
201201MM70382,1,3,1,2,2012
201201MM70383,1,3,2,1,2012
201201MM70384,1,3,2,1,2012
201201MM70385,1,3,1,1,2012
201201MM70386,1,3,1,1,2012
201201MM70388,1,3,3,1,2012
201201MM70389,1,3,1,2,2012
201201MM70391,1,3,2,1,2012
201201MM70392,1,3,2,1,2012
201201MM70393,1,3,1,1,2012
201201MM70394,1,3,2,1,2012
201201MM70395,1,3,1,1,2012
201201MM70396,1,3,1,1,2012
201201MM70397,1,3,2,1,2012
201201MM70398,1,3,2,1,2012
201201MM70399,1,3,2,1,2012
201201MM70400,1,3,2,1,2012
201201MM70401,1,3,1,1,2012
201201MM70402,1,3,1,1,2012
201201MM70403,1,3,2,1,2012
201201MM70404,1,3,1,1,2012
201201MM70406,1,3,2,1,2012
201201MM70407,1,3,1,1,2012
201201MM70408,1,3,2,1,2012
201201MM70409,1,3,3,2,2012
201201MM70410,1,3,1,1,2012
201201MM70411,1,3,2,1,2012
201201MM70412,1,3,2,1,2012
201201MM70413,1,3,2,2,2012
201201MM70414,1,3,2,2,2012
201201MM70415,1,2,1,2,2012
201201MM70416,1,3,1,1,2012
201201MM70417,1,3,2,1,2012
201201MM70419,1,3,1,1,2012
201201MM70420,1,3,2,1,2012
201201MM70421,1,3,2,1,2012
201201MM70422,1,3,2,1,2012
201201MM70424,1,3,1,1,2012
201201MM70425,1,3,1,2,2012
201201MM70426,1,3,3,1,2012
201201MM70427,1,3,1,1,2012
201201MM70428,1,3,2,1,2012
201201MM70429,1,3,2,1,2012
201201MM70430,1,3,1,1,2012
201201MM70431,1,3,2,1,2012
201201MM70432,1,3,1,1,2012
201201MM70436,1,2,2,1,2012
201201MM70437,1,3,1,1,2012
201201MM70438,1,3,2,1,2012
201201MM70439,1,3,2,1,2012
201201MM70440,1,2,2,1,2012
201201MM70441,1,3,2,1,2012
201201MM70442,1,2,1,1,2012
201201MM70443,1,3,2,1,2012
201201MM70444,1,3,2,1,2012
201201MM70445,1,3,2,1,2012
201201MM70446,1,3,1,1,2012
201201MM70447,1,3,2,1,2012
201201MM70448,1,3,2,1,2012
201201MM70449,1,3,1,2,2012
201201MM70450,1,3,1,2,2012
201201MM70451,1,3,1,1,2012
201201MM70452,1,3,2,1,2012
201201MM70453,1,3,1,1,2012
201201MM70454,1,3,1,1,2012
201201MM70455,1,3,1,1,2012
201201MM70456,1,3,2,1,2012
201201MM70457,1,3,2,1,2012
201201MM70458,1,3,1,1,2012
201201MM70459,1,3,1,2,2012
201201MM70460,1,3,2,1,2012
201201MM70461,1,3,2,1,2012
201201MM70462,1,3,1,1,2012
201201MM70463,1,3,2,1,2012
201201MM70464,1,3,2,1,2012
201201MM70465,1,3,1,1,2012
201201MM70466,1,3,2,1,2012
201201MM70467,1,3,2,1,2012
201201MM70468,1,3,2,1,2012
201201MM70469,1,3,2,1,2012
201201MM70470,1,3,2,1,2012
201201MM70471,1,3,2,1,2012
201201MM70472,1,3,2,1,2012
201201MM70474,1,3,2,1,2012
201201MM70475,1,3,1,1,2012
201201MM70476,1,3,2,1,2012
201201MM70477,1,3,1,1,2012
201201MM70478,1,3,2,1,2012
201201MM70479,1,3,2,1,2012
201201MM70480,1,3,2,1,2012
201201MM70481,1,3,1,1,2012
201201MM70482,1,3,1,1,2012
201201MM70483,1,3,1,1,2012
201201MM70484,1,3,2,1,2012
201201MM70485,1,3,3,1,2012
201201MM70486,1,3,2,1,2012
201201MM70487,1,3,2,1,2012
201201MM70488,1,3,2,1,2012
201201MM70490,1,3,2,1,2012
201201MM70491,1,3,2,1,2012
201201MM70492,1,3,2,1,2012
201201MM70494,1,3,2,1,2012
201201MM70495,1,3,1,2,2012
201201MM70496,1,3,1,1,2012
201201MM70497,1,3,2,1,2012
201201MM70498,1,3,2,1,2012
201201MM70501,1,3,1,1,2012
201201MM70503,1,3,2,1,2012
201201MM70504,1,3,2,1,2012
201201MM70505,1,3,2,2,2012
201201MM70506,1,3,2,2,2012
201201MM70508,1,3,2,1,2012
201201MM70509,1,3,2,1,2012
201201MM70510,1,3,1,1,2012
201201MM70511,1,3,2,2,2012
201201MM70512,1,3,2,1,2012
201201MM70513,1,3,1,1,2012
201201MM70516,1,2,2,1,2012
201201MM70517,1,3,2,1,2012
201201MM70519,1,3,1,1,2012
201201MM70520,1,3,2,1,2012
201201MM70521,1,3,1,1,2012
201201MM70522,1,2,2,1,2012
201201MM70524,1,3,2,1,2012
201201MM70525,1,3,1,1,2012
201201MM70526,1,3,2,1,2012
201201MM70527,1,3,2,1,2012
201201MM70529,1,3,2,1,2012
201201MM70531,1,3,2,1,2012
201201MM70532,1,3,2,1,2012
201201MM70533,1,3,2,2,2012
201201MM70534,1,3,1,2,2012
201201MM70538,1,3,1,1,2012
201201MM70539,1,3,2,1,2012
201201MM70540,1,3,1,1,2012
201201MM70541,1,2,2,1,2012
201201MM70542,1,3,1,1,2012
201201MM70543,1,3,2,1,2012
201201MM70544,1,3,2,2,2012
201201MM70545,1,3,2,1,2012
201201MM70546,1,3,2,1,2012
201201MM70547,1,3,2,1,2012
201201MM70548,1,3,2,1,2012
201201MM70549,1,3,2,1,2012
201201MM70550,1,3,1,1,2012
201201MM70551,1,3,2,1,2012
201201MM70552,1,3,2,1,2012
201201MM70553,1,3,1,1,2012
201201MM70554,1,3,1,1,2012
201201MM70557,1,3,2,1,2012
201201MM70558,1,2,1,1,2012
201201MM70559,1,3,2,1,2012
201201MM70560,1,3,2,1,2012
201201MM70561,1,3,1,2,2012
201201MM70562,1,2,2,1,2012
201201MM70563,1,3,3,1,2012
201201MM70564,1,3,2,1,2012
201201MM70566,1,3,2,1,2012
201201MM70567,1,3,2,1,2012
201201MM70568,1,3,2,1,2012
201201MM70569,1,3,1,1,2012
201201MM70570,1,3,2,1,2012
201201MM70571,1,3,1,1,2012
201201MM70573,1,3,2,1,2012
201201MM70574,1,3,2,1,2012
201201MM70575,1,3,1,2,2012
201201MM70576,1,3,2,1,2012
201201MM70577,1,3,2,1,2012
201201MM70578,1,3,2,1,2012
201201MM70579,1,3,2,1,2012
201201MM70580,1,3,2,1,2012
201201MM70581,1,3,2,1,2012
201201MM70582,1,3,1,1,2012
201201MM70583,1,3,2,1,2012
201201MM70584,1,2,1,2,2012
201201MM70585,1,3,2,1,2012
201201MM70586,1,3,2,1,2012
201201MM70588,1,3,1,1,2012
201201MM70590,1,3,1,1,2012
201201MM70592,1,3,2,1,2012
201201MM70593,1,3,2,1,2012
201201MM70594,1,3,2,1,2012
201201MM70595,1,3,1,1,2012
201201MM70596,1,3,1,1,2012
201201MM70597,1,3,2,1,2012
201201MM70598,1,3,1,1,2012
201201MM70599,1,3,2,1,2012
201201MM70600,1,2,2,1,2012
201201MM70601,1,3,1,1,2012
201201MM70603,1,3,2,1,2012
201201MM70604,1,3,1,1,2012
201201MM70605,1,3,2,1,2012
201201MM70607,1,3,1,1,2012
201201MM70608,1,3,2,1,2012
201201MM70609,1,3,2,1,2012
201201MM70610,1,3,2,1,2012
201201MM70611,1,3,2,1,2012
201201MM70612,1,3,2,1,2012
201201MM70613,1,3,2,1,2012
201201MM70614,1,3,2,1,2012
201201MM70615,1,3,2,1,2012
201201MM70616,1,3,2,1,2012
201201MM70617,1,3,2,1,2012
201201MM70618,1,3,1,1,2012
201201MM70619,1,3,2,1,2012
201201MM70620,1,3,1,1,2012
201201MM70621,1,3,1,1,2012
201201MM70622,1,3,2,1,2012
201201MM70623,1,3,1,2,2012
201201MM70624,1,3,2,1,2012
201201MM70625,1,3,2,1,2012
201201MM70626,1,3,2,1,2012
201201MM70627,1,3,1,1,2012
201201MM70628,1,3,1,1,2012
201201MM70629,1,3,2,1,2012
201201MM70630,1,3,2,1,2012
201201MM70634,1,3,2,2,2012
201201MM70636,1,3,2,1,2012
201201MM70638,1,3,2,1,2012
201201MM70639,1,3,2,1,2012
201201MM70640,1,3,1,1,2012
201201MM70641,1,3,2,1,2012
201201MM70642,1,3,2,1,2012
201201MM70643,1,3,1,1,2012
201201MM70644,1,3,1,1,2012
201201MM70645,1,3,2,1,2012
201201MM70646,1,3,1,1,2012
201201MM70647,1,3,2,1,2012
201201MM70648,1,3,2,1,2012
201201MM70649,1,3,1,1,2012
201201MM70650,1,3,2,1,2012
201201MM70651,1,3,2,2,2012
201201MM70652,1,3,2,1,2012
201201MM70653,1,3,2,1,2012
201201MM70654,1,3,1,2,2012
201201MM70655,1,3,2,1,2012
201201MM70656,1,3,1,1,2012
201201MM70657,1,3,2,3,2012
201201MM70658,1,3,2,1,2012
201201MM70659,1,3,2,1,2012
201201MM70660,1,3,2,1,2012
201201MM70661,1,3,1,1,2012
201201MM70662,1,3,2,1,2012
201201MM70663,1,3,1,1,2012
201201MM70664,1,3,2,1,2012
201201MM70665,1,3,2,1,2012
201201MM70666,1,2,1,1,2012
201201MM70668,1,3,2,3,2012
201201MM70669,1,3,2,1,2012
201201MM70671,1,3,1,1,2012
201201MM70672,1,3,3,1,2012
201201MM70673,1,2,2,1,2012
201201MM70675,1,3,2,1,2012
201201MM70676,1,3,1,1,2012
201201MM70677,1,3,2,1,2012
201201MM70678,1,3,1,2,2012
201201MM70679,1,3,1,1,2012
201201MM70680,1,3,2,1,2012
201201MM70681,1,3,2,1,2012
201201MM70682,1,3,1,1,2012
201201MM70683,1,3,2,1,2012
201201MM70684,1,3,2,1,2012
201201MM70685,1,3,2,1,2012
201201MM70686,1,3,2,1,2012
201201MM70687,1,3,2,1,2012
201201MM70690,1,3,3,2,2012
201201MM70691,1,3,2,1,2012
201201MM70692,1,3,2,1,2012
201201MM70693,1,3,2,1,2012
201201MM70694,1,3,2,1,2012
201201MM70695,1,3,1,1,2012
201201MM70696,1,3,2,1,2012
201201MM70698,1,3,2,2,2012
201201MM70699,1,3,2,1,2012
201201MM70700,1,3,1,1,2012
201201MM70701,1,3,2,1,2012
201201MM70702,1,3,1,1,2012
201201MM70703,1,3,1,1,2012
201201MM70704,1,3,2,1,2012
201201MM70705,1,2,1,1,2012
201201MM70706,1,3,2,1,2012
201201MM70707,1,2,2,1,2012
201201MM70708,1,3,2,1,2012
201201MM70709,1,3,1,1,2012
201201MM70710,1,3,2,1,2012
201201MM70711,1,3,1,1,2012
201201MM70712,1,3,4,1,2012
201201MM70714,1,3,1,1,2012
201201MM70715,1,3,3,1,2012
201201MM70716,1,3,1,1,2012
201201MM70719,1,3,2,1,2012
201201MM70720,1,3,1,1,2012
201201MM70721,1,3,2,1,2012
201201MM70722,1,3,2,1,2012
201201MM70724,1,3,2,1,2012
201201MM70725,1,3,2,1,2012
201201MM70726,1,3,1,1,2012
201201MM70727,1,3,2,1,2012
201201MM70728,1,3,2,1,2012
201201MM70729,1,3,2,1,2012
201201MM70730,1,3,1,1,2012
201201MM70733,1,3,2,1,2012
201201MM70734,1,3,2,1,2012
201201MM70736,1,3,2,1,2012
201201MM70737,1,3,2,1,2012
201201MM70738,1,3,3,1,2012
201201MM70739,1,3,1,2,2012
201201MM70740,1,3,2,1,2012
201201MM70741,1,3,2,1,2012
201201MM70744,1,3,2,1,2012
201201MM70745,1,3,2,1,2012
201201MM70746,1,3,2,1,2012
201201MM70748,1,3,2,1,2012
201201MM70749,1,3,2,1,2012
201201MM70750,1,3,1,1,2012
201201MM70752,1,2,2,1,2012
201201MM70753,1,3,2,1,2012
201201MM70754,1,3,1,1,2012
201201MM70755,1,3,3,1,2012
201201MM70756,1,2,2,1,2012
201201MM70757,1,3,2,1,2012
201201MM70758,1,3,2,1,2012
201201MM70761,1,3,2,1,2012
201201MM70762,1,3,2,1,2012
201201MM70764,1,3,1,1,2012
201201MM70765,1,3,2,1,2012
201201MM70766,1,3,1,1,2012
201201MM70767,1,3,2,2,2012
201201MM70768,1,3,2,1,2012
201201MM70769,1,3,2,1,2012
201201MM70770,1,3,2,1,2012
201201MM70771,1,2,2,1,2012
201201MM70772,1,3,1,1,2012
201201MM70773,1,3,2,1,2012
201201MM70774,1,3,1,1,2012
201201MM70775,1,3,2,1,2012
201201MM70778,1,3,1,1,2012
201201MM70779,1,3,1,1,2012
201201MM70780,1,3,1,1,2012
201201MM70781,1,3,2,1,2012
201201MM70782,1,3,1,1,2012
201201MM70784,1,3,2,1,2012
201201MM70785,1,3,2,1,2012
201201MM70786,1,3,1,1,2012
201201MM70788,1,3,2,2,2012
201201MM70789,1,3,2,1,2012
201201MM70790,1,3,1,1,2012
201201MM70791,1,3,2,1,2012
201201MM70792,1,3,2,2,2012
201201MM70793,1,3,2,1,2012
201201MM70796,1,2,1,1,2012
201201MM70797,1,3,1,1,2012
201201MM70798,1,3,2,1,2012
201201MM70799,1,3,2,1,2012
201201MM70800,1,3,2,1,2012
201201MM70801,1,3,2,1,2012
201201MM70804,1,3,2,1,2012
201201MM70805,1,3,2,1,2012
201201MM70806,1,3,2,1,2012
201201MM70807,1,3,1,1,2012
201201MM70810,1,3,2,1,2012
201201MM70811,1,3,2,1,2012
201201MM70813,1,3,2,1,2012
201201MM70814,1,3,1,1,2012
201201MM70815,1,3,1,1,2012
201201MM70816,1,3,1,1,2012
201201MM70817,1,3,1,1,2012
201201MM70818,1,3,2,1,2012
201201MM70819,1,3,2,1,2012
201201MM70820,1,3,2,1,2012
201201MM70821,1,3,1,1,2012
201201MM70822,1,3,1,1,2012
201201MM70823,1,3,2,1,2012
201201MM70824,1,3,1,2,2012
201201MM70825,1,3,2,2,2012
201201MM70827,1,3,2,1,2012
201201MM70829,1,3,2,1,2012
201201MM70830,1,3,1,1,2012
201201MM70833,1,3,2,1,2012
201201MM70834,1,3,2,1,2012
201201MM70835,1,3,1,1,2012
201201MM70836,1,3,1,1,2012
201201MM70837,1,3,2,1,2012
201201MM70838,1,3,2,1,2012
201201MM70839,1,3,2,1,2012
201201MM70840,1,3,2,1,2012
201201MM70843,1,3,2,1,2012
201201MM70844,1,3,2,3,2012
201201MM70845,1,2,2,1,2012
201201MM70846,1,3,2,1,2012
201201MM70847,1,3,2,1,2012
201201MM70848,1,3,2,1,2012
201201MM70849,1,3,1,1,2012
201201MM70850,1,3,1,1,2012
201201MM70851,1,3,3,1,2012
201201MM70853,1,3,2,1,2012
201201MM70854,1,3,1,1,2012
201201MM70855,1,3,2,1,2012
201201MM70856,1,3,1,1,2012
201201MM70857,1,3,2,1,2012
201201MM70858,1,3,2,1,2012
201201MM70859,1,3,2,1,2012
201201MM70860,1,3,2,1,2012
201201MM70862,1,3,2,1,2012
201201MM70864,1,3,2,1,2012
201201MM70865,1,3,2,1,2012
201201MM70866,1,3,2,1,2012
201201MM70867,1,3,2,1,2012
201201MM70868,1,3,2,1,2012
201201MM70869,1,3,1,2,2012
201201MM70870,1,3,2,1,2012
201201MM70871,1,3,2,1,2012
201201MM70873,1,3,2,1,2012
201201MM70874,1,3,2,3,2012
201201MM70876,1,3,2,1,2012
201201MM70878,1,3,1,1,2012
201201MM70879,1,3,2,1,2012
201201MM70880,1,3,2,1,2012
201201MM70882,1,3,1,1,2012
201201MM70883,1,3,1,1,2012
201201MM70884,1,3,1,1,2012
201201MM70886,1,3,2,1,2012
201201MM70887,1,3,1,1,2012
201201MM70890,1,3,1,1,2012
201201MM70891,1,3,1,1,2012
201201MM70892,1,3,2,1,2012
201201MM70893,1,3,2,1,2012
201201MM70894,1,3,2,1,2012
201201MM70895,1,3,2,1,2012
201201MM70896,1,3,2,1,2012
201201MM70897,1,3,2,1,2012
201201MM70899,1,3,2,2,2012
201201MM70900,1,3,2,1,2012
201201MM70904,1,3,1,1,2012
201201MM70905,1,3,1,1,2012
201201MM70907,1,3,1,1,2012
201201MM70908,1,3,2,1,2012
201201MM70910,1,3,2,1,2012
201201MM70911,1,3,2,1,2012
201201MM70913,1,3,2,1,2012
201201MM70914,1,3,1,1,2012
201201MM70915,1,3,1,1,2012
201201MM70916,1,3,2,1,2012
201201MM70917,1,3,2,1,2012
201201MM70918,1,3,2,1,2012
201201MM70919,1,3,2,1,2012
201201MM70920,1,3,1,1,2012
201201MM70923,1,3,2,1,2012
201201MM70924,1,3,1,1,2012
201201MM70926,1,3,1,1,2012
201201MM70927,1,3,4,2,2012
201201MM70928,1,3,2,1,2012
201201MM70929,1,3,1,1,2012
201201MM70931,1,3,1,2,2012
201201MM70932,1,3,2,1,2012
201201MM70934,1,3,2,1,2012
201201MM70935,1,3,2,1,2012
201201MM70936,1,3,2,1,2012
201201MM70937,1,3,2,1,2012
201201MM70938,1,3,2,1,2012
201201MM70939,1,3,1,2,2012
201201MM70940,1,3,1,1,2012
201201MM70941,1,2,2,1,2012
201201MM70942,1,3,2,1,2012
201201MM70943,1,3,2,1,2012
201201MM70944,1,3,2,1,2012
201201MM70945,1,3,2,1,2012
201201MM70946,1,3,2,1,2012
201201MM70947,1,3,3,1,2012
201201MM70948,1,3,1,1,2012
201201MM70951,1,2,1,1,2012
201201MM70953,1,3,2,1,2012
201201MM70954,1,2,2,1,2012
201201MM70956,1,3,1,1,2012
201201MM70957,1,3,1,2,2012
201201MM70958,1,3,2,1,2012
201201MM70959,1,3,2,1,2012
201201MM70960,1,3,2,1,2012
201201MM70961,1,3,2,1,2012
201201MM70962,1,3,2,1,2012
201201MM70963,1,3,1,2,2012
201201MM70964,1,3,1,3,2012
201201MM70965,1,3,2,1,2012
201201MM70966,1,3,2,1,2012
201201MM70967,1,3,2,1,2012
201201MM70968,1,3,1,1,2012
201201MM70969,1,3,2,1,2012
201201MM70970,1,3,2,1,2012
201201MM70971,1,3,2,2,2012
201201MM70977,1,3,2,1,2012
201201MM70978,1,3,1,2,2012
201201MM70980,1,3,2,1,2012
201201MM70981,1,3,1,1,2012
201201MM70982,1,3,2,1,2012
201201MM70983,1,3,2,1,2012
201201MM70985,1,3,2,1,2012
201201MM70986,1,3,1,1,2012
201201MM70987,1,3,2,2,2012
201201MM70989,1,3,1,1,2012
201201MM70990,1,2,1,2,2012
201201MM70991,1,3,2,1,2012
201201MM70992,1,3,2,1,2012
201201MM70993,1,3,1,1,2012
201201MM70994,1,3,1,1,2012
201201MM70995,1,3,3,2,2012
201201MM70996,1,3,1,1,2012
201201MM70997,1,3,2,1,2012
201201MM70998,1,2,1,1,2012
201201MM70999,1,3,1,1,2012
201201MM71000,1,3,2,1,2012
201201MM71002,1,3,1,1,2012
201201MM71003,1,3,2,1,2012
201201MM71004,1,3,2,1,2012
201201MM71005,1,3,2,1,2012
201201MM71007,1,3,2,1,2012
201201MM71008,1,3,2,1,2012
201201MM71009,1,3,1,1,2012
201201MM71010,1,3,2,1,2012
201201MM71011,1,3,2,1,2012
201201MM71012,1,3,2,1,2012
201201MM71013,1,3,2,1,2012
201201MM71014,1,3,2,1,2012
201201MM71015,1,3,2,1,2012
201201MM71017,1,3,2,1,2012
201201MM71018,1,3,1,1,2012
201201MM71021,1,3,2,1,2012
201201MM71022,1,3,2,1,2012
201201MM71025,1,3,1,1,2012
201201MM71026,1,3,1,1,2012
201201MM71027,1,3,2,1,2012
201201MM71028,1,3,1,1,2012
201201MM71029,1,3,2,1,2012
201201MM71032,1,3,2,1,2012
201201MM71035,1,2,1,1,2012
201201MM71036,1,3,1,1,2012
201201MM71037,1,3,2,1,2012
201201MM71038,1,2,2,1,2012
201201MM71040,1,3,1,1,2012
201201MM71043,1,3,1,1,2012
201201MM71044,1,3,1,1,2012
201201MM71046,1,3,2,1,2012
201201MM71047,1,3,2,1,2012
201201MM71048,1,3,2,1,2012
201201MM71049,1,3,2,1,2012
201201MM71050,1,3,1,1,2012
201201MM71052,1,3,2,2,2012
201201MM71053,1,2,1,1,2012
201201MM71054,1,3,2,1,2012
201201MM71055,1,3,2,1,2012
201201MM71056,1,3,2,1,2012
201201MM71057,1,3,2,1,2012
201201MM71060,1,3,2,1,2012
201201MM71061,1,3,2,1,2012
201201MM71062,1,3,2,1,2012
201201MM71065,1,3,2,1,2012
201201MM71066,1,3,2,1,2012
201201MM71067,1,3,1,1,2012
201201MM71068,1,3,3,1,2012
201201MM71069,1,3,2,1,2012
201201MM71070,1,3,2,1,2012
201201MM71071,1,3,1,1,2012
201201MM71074,1,3,1,1,2012
201201MM71075,1,3,2,1,2012
201201MM71086,1,3,1,1,2012
201201MM71087,1,2,1,1,2012
201201MM71088,1,3,2,1,2012
201201MM71089,1,3,2,1,2012
201201MM71091,1,3,1,2,2012
201201MM71092,1,3,2,1,2012
201201MM71093,1,3,2,1,2012
201201MM71096,1,3,1,1,2012
201201MM71099,1,3,2,2,2012
201201MM71100,1,3,1,1,2012
201201MM71102,1,3,2,1,2012
201201MM71108,1,3,1,1,2012
201201MM71115,1,3,2,1,2012
201201MM71122,1,3,2,1,2012
201201MM71133,1,3,2,2,2012
201201MM79004,1,3,2,1,2012
201201MM79005,1,3,2,1,2012
201201MM79006,1,3,2,1,2012
201201MM79007,1,2,1,1,2012
201201MM79008,1,3,2,1,2012
201201MM79009,1,3,2,1,2012
201201MM79010,1,3,1,1,2012
201201MM79011,1,3,3,2,2012
201201MM79021,1,3,1,1,2012
201201MM79024,1,3,3,1,2012
201201MM79049,1,3,2,1,2012
201201PL60001,1,3,1,1,2012
201201PL60002,1,3,2,1,2012
201201PL60003,1,3,1,1,2012
201201PL60005,1,3,2,1,2012
201201PL60006,1,3,1,1,2012
201201PL60007,1,3,2,1,2012
201201PL60008,1,3,2,1,2012
201201PL60009,1,3,2,1,2012
201201PL60010,1,3,2,1,2012
201201PL60011,1,2,2,1,2012
201201PL60012,1,3,2,1,2012
201201PL60013,1,3,1,1,2012
201201PL60014,1,3,1,1,2012
201201PL60015,1,3,1,1,2012
201201PL60016,1,3,2,1,2012
201201PL60017,1,3,2,1,2012
201201PL60019,1,3,2,1,2012
201201PL60020,1,3,2,1,2012
201201PL60021,1,3,2,1,2012
201201PL60022,1,3,2,1,2012
201201PL60023,1,3,2,3,2012
201201PL60024,1,3,2,1,2012
201201PL60025,1,3,2,1,2012
201201PL60026,1,3,2,1,2012
201201PL60027,1,3,2,1,2012
201201PL60028,1,3,2,1,2012
201201PL60029,1,3,1,1,2012
201201PL60030,1,3,2,1,2012
201201PL60031,1,3,2,1,2012
201201PL60032,1,3,2,1,2012
201201PL60033,1,3,2,1,2012
201201PL60034,1,3,1,1,2012
